extractseqno	prod	source-desc-name	attributegrp	descrip1	descrip2	descrip3	lookupnm	user24	rowpointer
276	ENG LM822-854	DESERT SAND,TEXTRED		DESERT SAND,TEXTRED			229477		911a2a90-25b0-cf93-e814-46a5a86ec888
277	ENG LM912-204	WH/BK 1/32 PLASTIC SHEET		WH/BK 1/32 PLASTIC SHEET			539143		911a2a90-25b0-cf93-e814-46a5e867df88
278	ENG LM912-402	BK/WH 1/32 PLASTIC SHEET 12X24		BK/WH 1/32 PLASTIC SHEET	12X24		694245		911a2a90-25b0-cf93-e814-46a5d077f688
279	ENG LM912-602	RD/WH 1/32 PLASTIC SHEET 12X24		RD/WH 1/32 PLASTIC SHEET	12X24		559447		911a2a90-25b0-cf93-e814-46a518270e89
280	ENG LM912-602-RD/WH	1/32 24X24 PLASTIC SHEET		1/32 24X24 PLASTIC SHEET			730912		911a2a90-25b0-cf93-e814-46a570c52689
281	ENG LM912-704	YL/BK 1/32 PLASTIC SHEET 12X24		YL/BK 1/32 PLASTIC SHEET	12X24		625146		911a2a90-25b0-cf93-e814-46a518a44089
282	ENG LM922-205	LASERMAX WHITE/BLUE RELI EF		LASERMAX WHITE/BLUE RELI	EF		201558		911a2a90-25b0-cf93-e814-46a5f0b25989
283	ENG LM922-206	WH/RD LASERMAX PLASTIC 1 2X24 SHT		WH/RD LASERMAX PLASTIC 1	2X24 SHT		207231		911a2a90-25b0-cf93-e814-46a5b86f7589
284	ENG LM922-228	IVORY/BROWN .052 LASERMA X		IVORY/BROWN .052 LASERMA	X		367055		911a2a90-25b0-cf93-e814-46a5901b9289
285	ENG LM922-312	LASERMAX GRY/WHT		LASERMAX GRY/WHT			229471		911a2a90-25b0-cf93-e814-46a5a0c0af89
286	ENG LM922-354	BR.ALUM/BLACK 12SHEET		BR.ALUM/BLACK 12SHEET			401275		911a2a90-25b0-cf93-e814-46a58803cb89
287	ENG LM922-407	BK/YL PLASTIC 12X24 SHEE T		BK/YL PLASTIC 12X24 SHEE	T		406700		911a2a90-25b0-cf93-e814-46a5084fe689
288	ENG LM922-413	BK/SV PLASTIC SHEET 1/16 12X24		BK/SV PLASTIC SHEET 1/16	12X24		97958		911a2a90-25b0-cf93-e814-46a51000058a
289	ENG LM922-427	GLS BLK/GD 12X24 PLASTIC SHEET		GLS BLK/GD 12X24 PLASTIC	SHEET		594583		911a2a90-25b0-cf93-e814-46a540df1d8a
290	ENG LM922-512	LASERMAX BLU/WHT 12X24IN		LASERMAX BLU/WHT 12X24IN			185334		911a2a90-25b0-cf93-e814-46a5d05e3b8a
291	ENG LM922-517	BLUE/YELLOW		BLUE/YELLOW			272837		911a2a90-25b0-cf93-e814-46a56881588a
292	ENG LM922-552	PAT.BLU/WHT		PAT.BLU/WHT			209780		911a2a90-25b0-cf93-e814-46a5c85f748a
293	ENG LM922-582	LASERMAX PURPLE/WHITE RE LIEF		LASERMAX PURPLE/WHITE RE	LIEF		229475		911a2a90-25b0-cf93-e814-46a54002918a
294	ENG LM922-607	RD/YL LASERMAX PLASTIC 1 2X24		RD/YL LASERMAX PLASTIC 1	2X24		448290		911a2a90-25b0-cf93-e814-46a57014ae8a
295	ENG LM922-612	LASERMAX ORG/WHT 12X24		LASERMAX ORG/WHT 12X24			185347		911a2a90-25b0-cf93-e814-46a54804c88a
296	ENG LM922-622	CLARET/WHITE 12X24 SHEET		CLARET/WHITE 12X24 SHEET			427059		911a2a90-25b0-cf93-e814-46a53066e28a
297	ENG LM922-622/24X24	CLARET/WHT PLASTIC 24X24		CLARET/WHT PLASTIC 24X24			544260		911a2a90-25b0-cf93-e814-46a5f00efc8a
298	ENG LM922-624	ORANGE/BLACK 1/16 LASERM AX		ORANGE/BLACK 1/16 LASERM	AX		317181		911a2a90-25b0-cf93-e814-46a538fd158b
299	ENG LM922-677	PORT WINE/GOLD 12X24 SHE ET		PORT WINE/GOLD 12X24 SHE	ET		415898		911a2a90-25b0-cf93-e814-46a5500c308b
300	ENG LM922-704-24X48	YLK/BLK PLASTIC		YLK/BLK PLASTIC			733867		911a2a90-25b0-cf93-e814-46a5280f4b8b
301	ENG LM922-706	YL/RD PLASTIC SHEET 12X2 4 1/16		YL/RD PLASTIC SHEET 12X2	4 1/16		261002		911a2a90-25b0-cf93-e814-46a508c8668b
302	ENG LM922-714	SM GD/BK PLASTIC SHEET 1 2X24		SM GD/BK PLASTIC SHEET 1	2X24		597136		911a2a90-25b0-cf93-e814-46a59866838b
303	ENG LM922-734	BRUSHED GOLD BLACK CORE		BRUSHED GOLD BLACK CORE			190803		911a2a90-25b0-cf93-e814-46a5680ba08b
304	ENG LM922-754	EURO GOLD/BLK		EURO GOLD/BLK			212670		911a2a90-25b0-cf93-e814-46a5e024be8b
305	ENG LM922-822	BROWN/WHT		BROWN/WHT			242402		911a2a90-25b0-cf93-e814-46a5a8ced88b
306	ENG LM922-854	ALMOND/BK PLASTIC SHEET 12X24		ALMOND/BK PLASTIC SHEET	12X24		94249		911a2a90-25b0-cf93-e814-46a54029f58b
307	ENG LM922-884	DEEP BRONZE/BK 12X24 SHE ET		DEEP BRONZE/BK 12X24 SHE	ET		415899		911a2a90-25b0-cf93-e814-46a538350f8c
308	ENG LM922-912	EVERGREEN/WHITE		EVERGREEN/WHITE			290181		911a2a90-25b0-cf93-e814-46a570f6298c
309	ENG LM922-932	LASERMAX GRN/WHT		LASERMAX GRN/WHT			195151		911a2a90-25b0-cf93-e814-46a54869438c
310	ENG LM942-204	1/8 WH/BK PLASTIC SHEET 12X24		1/8 WH/BK PLASTIC SHEET	12X24		512002		911a2a90-25b0-cf93-e814-46a58095618c
311	ENG LM942-402	BK/WH 1/8 PLASTIC 24X24 SHEET		BK/WH 1/8 PLASTIC 24X24	SHEET		708009		911a2a90-25b0-cf93-e814-46a5e05a7d8c
312	ENG LM942-402-12X24	BK/WH LASERMAX 1/8 PLAST IC		BK/WH LASERMAX 1/8 PLAST	IC		259015		911a2a90-25b0-cf93-e814-46a54884968c
313	ENG LM942-512	1/8 SK BL/WH PLASTIC SHE ET 12X24		1/8 SK BL/WH PLASTIC SHE	ET 12X24		512003		911a2a90-25b0-cf93-e814-46a568e5b08c
314	ENG LM942-602	RD/WH 1/8 PLASTIC SHEET 12X24		RD/WH 1/8 PLASTIC SHEET	12X24		107258		911a2a90-25b0-cf93-e814-46a5d88ccb8c
315	ENG LM942-614	1/8 TANGERINE/BK 12X24 S HEET		1/8 TANGERINE/BK 12X24 S	HEET		549683		911a2a90-25b0-cf93-e814-46a5a068e68c
316	ENG LM942-704	1/8 YL/BK 12X24 PLASTIC SHEET		1/8 YL/BK 12X24 PLASTIC	SHEET		548422		911a2a90-25b0-cf93-e814-46a540bd008d
317	ENG LM942-734	BR GD/BK 1/8 PLASTIC 12X 24		BR GD/BK 1/8 PLASTIC 12X	24		496261		911a2a90-25b0-cf93-e814-46a568121a8d
318	ENG LM943-402	BK/WH/BK 1/8 PLASTIC SHE ET 12X24		BK/WH/BK 1/8 PLASTIC SHE	ET 12X24		258484		911a2a90-25b0-cf93-e814-46a5d86e348d
319	ENG LM943-512	SK BL/WH PLASTIC SHEET 1 2X24		SK BL/WH PLASTIC SHEET 1	2X24		17258		911a2a90-25b0-cf93-e814-46a5a0824e8d
320	ENG LZ901M2P08	BK/WH 1/8 PLASTIC SHEET 12X24		BK/WH 1/8 PLASTIC SHEET	12X24		435525		911a2a90-25b0-cf93-e814-46a57020688d
321	ENG LZ902M3P16	WH/BK 3-PLY PLASTIC SHEE T 12X24		WH/BK 3-PLY PLASTIC SHEE	T 12X24		419253		911a2a90-25b0-cf93-e814-46a5f853848d
322	ENG LZ903M2P08	1/8 MATTE RED/WHT LASER 2PLY		1/8 MATTE RED/WHT LASER	2PLY		323919		911a2a90-25b0-cf93-e814-46a5b0fb9c8d
323	ENG LZ904M2P08	1/8 MATTE BLUE/WHT LASER 2PLY		1/8 MATTE BLUE/WHT LASER	2PLY		323922		911a2a90-25b0-cf93-e814-46a5b001b58d
324	ENG MC12W	118 ACRYLIC SHEET 48X96 1/8 THICK		118 ACRYLIC SHEET 48X96	1/8 THICK		202491		911a2a90-25b0-cf93-e814-46a57033cd8d
325	ENG MC25	HEAVY MAGNETS		HEAVY MAGNETS			233127		911a2a90-25b0-cf93-e814-46a568b5e48d
326	ENG MCVP75-30	MATT VINYL,30X75 ROLL		MATT VINYL,30X75 ROLL			345465		911a2a90-25b0-cf93-e814-46a55830fc8d
327	ENG MICRORC1-45	ROLAND 45 DEGREE CUTTING BLADE		ROLAND 45 DEGREE CUTTING	BLADE		83968		911a2a90-25b0-cf93-e814-46a5800e148e
328	ENG MP310W	3X10 WHITE PAN FACE		3X10 WHITE PAN FACE			455970		911a2a90-25b0-cf93-e814-46a530fa2c8e
329	ENG MP912-864	BR.CPR.PENNY/BK 12X24 PL ASTIC SHT		BR.CPR.PENNY/BK 12X24 PL	ASTIC SHT		590234		911a2a90-25b0-cf93-e814-46a560b4478e
330	ENG MP922-316	BR STLSS/RD PLASTIC SHEE T 12X24		BR STLSS/RD PLASTIC SHEE	T 12X24		558429		911a2a90-25b0-cf93-e814-46a52872678e
331	ENG MP942-764	BR.GD/BK 1/8 PLASTIC SHE ET 24X48		BR.GD/BK 1/8 PLASTIC SHE	ET 24X48		566655		911a2a90-25b0-cf93-e814-46a5e0e8838e
332	ENG MSG11-4	CLEAR POLYCARBONATE 52		CLEAR POLYCARBONATE 52			764000		911a2a90-25b0-cf93-e814-46a558d6a08e
333	ENG MSG47-8	WHITE POLYCARB SHEET 100 WIDE 3/16		WHITE POLYCARB SHEET 100	WIDE 3/16		759261		911a2a90-25b0-cf93-e814-46a5285dc28e
334	ENG MTJ7	3/4X100 MAGNETIC TAPE .0 62 THICK		3/4X100 MAGNETIC TAPE .0	62 THICK		227982		911a2a90-25b0-cf93-e814-46a57058de8e
335	ENG NUS047	STAINLESS STEEL 7X10 BRU SHED		STAINLESS STEEL 7X10 BRU	SHED		535666		911a2a90-25b0-cf93-e814-46a580caf78e
336	ENG ORACAL	5700 010 WHITE REFLECTIV E VINYL 1ROL		5700 010 WHITE REFLECTIV	E VINYL 1ROL		369985		911a2a90-25b0-cf93-e814-46a5f884108f
337	ENG ORACAL/5600	010 30X10YD REFLECTIVE V INYL		010 30X10YD REFLECTIVE V	INYL		586247		911a2a90-25b0-cf93-e814-46a51852328f
338	ENG ORACAL/751	VIOLET .040 24X10YD ROLL		VIOLET .040 24X10YD ROLL			373036		911a2a90-25b0-cf93-e814-46a58066a68f
339	ENG P100-10C	DESK BASE,CLEAR		DESK BASE,CLEAR			207233		911a2a90-25b0-cf93-e814-46a57097c18f
340	ENG PCM-50-24	ROLAND HEAT XFER MATERIA L 24X50		ROLAND HEAT XFER MATERIA	L 24X50		479161		911a2a90-25b0-cf93-e814-46a590c6db8f
341	ENG PGM-OLF2	ROLAND 36X75OVERLAM.		ROLAND 36X75OVERLAM.			370949		911a2a90-25b0-cf93-e814-46a5008df58f
342	ENG PLASCOR48X96BLK	4X8 PLASTICORE SHEET BLA CK		4X8 PLASTICORE SHEET BLA	CK		748213		911a2a90-25b0-cf93-e814-46a548300f90
343	ENG PLASCOR48X96W	WHITE 4mm PLASTICOR SHEE T 4X8		WHITE 4mm PLASTICOR SHEE	T 4X8		226086		911a2a90-25b0-cf93-e814-46a5c8302a90
344	ENG PLS-9100	THERMOFLEX II WHITE 15X5 YD ROLL		THERMOFLEX II WHITE 15X5	YD ROLL		386837		911a2a90-25b0-cf93-e814-46a5f03a4390
345	ENG PLS-9450	15X5YD MED YELLOW HEAT P RESS VINYL		15X5YD MED YELLOW HEAT P	RESS VINYL		576929		911a2a90-25b0-cf93-e814-46a598385c90
346	ENG PLS-9522	RYL BLUE 15X5YD THERMOFL EX II		RYL BLUE 15X5YD THERMOFL	EX II		524876		911a2a90-25b0-cf93-e814-46a508d37490
347	ENG PLS-9789	CHOC.BRN HEAT PRESS VINY L 15X5YD		CHOC.BRN HEAT PRESS VINY	L 15X5YD		531811		911a2a90-25b0-cf93-e814-46a518c88d90
