extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
391,APP ST-45300L,3 45DEG LT CONN W/GRD,,3 45DEG LT CONN W/GRD,,"st 45300l 3 45deg lt liquid tight strain relief connector w grd 330022 3"" """" or inch lfmc lug",330022,,b95d65c6-81a4-73a6-d314-d9e7d0fc1817,330022,"st 45300l 3 45deg lt liquid tight strain relief connector w grd 3"" """" or inch lfmc lug",no,
392,APP ST-4538,3/8 45DEG LT CONN,,3/8 45DEG LT CONN,,"st 4538 3 8 45deg lt liquid tight strain relief connector 330239 8"" """" or inch lfmc",330239,,b95d65c6-81a4-73a6-d314-d9e7884e5017,330239,"st 4538 3 8 45deg lt liquid tight strain relief connector 8"" """" or inch lfmc",no,
393,APP ST-45400L,4 45DEG LT CONN W/GRD,,4 45DEG LT CONN W/GRD,,"st 45400l 4 45deg lt liquid tight strain relief connector w grd 330023 4"" """" or inch lfmc lug",330023,,b95d65c6-81a4-73a6-d314-d9e7b84d8517,330023,"st 45400l 4 45deg lt liquid tight strain relief connector w grd 4"" """" or inch lfmc lug",no,
394,APP ST-4550,1/2 45DEG LT CONN,,1/2 45DEG LT CONN,,"st 4550 1 2 45deg lt liquid tight strain relief connector 330243 2"" """" or inch lfmc",330243,,b95d65c6-81a4-73a6-d314-d9e7088eb817,330243,"st 4550 1 2 45deg lt liquid tight strain relief connector 2"" """" or inch lfmc",no,
395,APP ST-4550L,1/2 45DEG LT CONN W/GRD,,1/2 45DEG LT CONN W/GRD,,"st 4550l 1 2 45deg lt liquid tight strain relief connector w grd 329955 2"" con """" or inch lfmc lug",329955,,b95d65c6-81a4-73a6-d314-d9e7c8b8e617,329955,"st 4550l 1 2 45deg lt liquid tight strain relief connector w grd 2"" con """" or inch lfmc lug",no,
396,APP ST-4575L,3/4 45DEG LT CONN W/GRD,,3/4 45DEG LT CONN W/GRD,,"st 4575l 3 4 45deg lt liquid tight strain relief connector w grd 329957 4"" con """" or inch lfmc lug",329957,,b95d65c6-81a4-73a6-d314-d9e750d21718,329957,"st 4575l 3 4 45deg lt liquid tight strain relief connector w grd 4"" con """" or inch lfmc lug",no,
397,APP ST-50,1/2 STRT LT CONN,,1/2 STRT LT CONN,,"st 50 1 2 strt straight  lt liquid tight liquid tight strain relief connector 126771 2"" """" or inch lfmc",126771,,b95d65c6-81a4-73a6-d314-d9e7482e4618,126771,"st 50 1 2 strt straight  lt liquid tight liquid tight strain relief connector 2"" """" or inch lfmc",no,
398,APP ST-50L,1/2 STRT LT CONN W/GRD,,1/2 STRT LT CONN W/GRD,,"st 50l 1 2 strt straight  lt liquid tight liquid tight strain relief connector w grd 18088 2"" """" or inch lfmc gndg lug",18088,,b95d65c6-81a4-73a6-d314-d9e770c58618,18088,"st 50l 1 2 strt straight  lt liquid tight liquid tight strain relief connector w grd 2"" """" or inch lfmc gndg lug",no,
399,APP ST-75,3/4 STRT LT CONN,,3/4 STRT LT CONN,,"st 75 3 4 strt straight  lt liquid tight liquid tight strain relief connector 232840 4"" """" or inch lfmc",232840,,b95d65c6-81a4-73a6-d314-d9e7e06bb618,232840,"st 75 3 4 strt straight  lt liquid tight liquid tight strain relief connector 4"" """" or inch lfmc",no,
400,APP ST-75L,3/4 STRT LT CONN W/GRD,,3/4 STRT LT CONN W/GRD,,"st 75l 3 4 strt straight  lt liquid tight liquid tight strain relief connector w grd 18089 4"" """" or inch lfmc gndg lug",18089,,b95d65c6-81a4-73a6-d314-d9e73828e318,18089,"st 75l 3 4 strt straight  lt liquid tight liquid tight strain relief connector w grd 4"" """" or inch lfmc gndg lug",no,
401,APP ST-90100,1 90DEG LT CONN,,1 90DEG LT CONN,,"st 90100 1 90deg lt liquid tight strain relief connector 18245 1"" """" or inch 90 deg lfmc",18245,,b95d65c6-81a4-73a6-d314-d9e740d31b19,18245,"st 90100 1 90deg lt liquid tight strain relief connector 1"" """" or inch 90 deg lfmc",no,
402,APP ST-90100L,1 90DEG LT CONN W/GRD,,1 90DEG LT CONN W/GRD,,"st 90100l 1 90deg lt liquid tight strain relief connector w grd 330027 1"" """" or inch lfmc lug",330027,,b95d65c6-81a4-73a6-d314-d9e730294e19,330027,"st 90100l 1 90deg lt liquid tight strain relief connector w grd 1"" """" or inch lfmc lug",no,
403,APP ST-90125,1-1/4 90DEG LT CONN,,1-1/4 90DEG LT CONN,,"st 90125 1 4 90deg lt liquid tight strain relief connector 85200 4"" c """" or inch lfmc",85200,,b95d65c6-81a4-73a6-d314-d9e7283a7c19,85200,"st 90125 1 4 90deg lt liquid tight strain relief connector 4"" c """" or inch lfmc",no,
404,APP ST-90125L,1-1/4 90DEG LT CONN W/GR D,,1-1/4 90DEG LT CONN W/GR,D,"st 90125l 1 4 90deg lt liquid tight strain relief connector w gr d 330030 4"" """" or inch lfmc lug",330030,,b95d65c6-81a4-73a6-d314-d9e778e9a919,330030,"st 90125l 1 4 90deg lt liquid tight strain relief connector w gr d 4"" """" or inch lfmc lug",no,
405,APP ST-90150,1-1/2 90DEG LT CONN,,1-1/2 90DEG LT CONN,,"st 90150 1 2 90deg lt liquid tight strain relief connector 85208 2"" c """" or inch lfmc",85208,,b95d65c6-81a4-73a6-d314-d9e7e896dc19,85208,"st 90150 1 2 90deg lt liquid tight strain relief connector 2"" c """" or inch lfmc",no,
406,APP ST-90150L,1-1/2 90DEG LT CONN W/GR D,,1-1/2 90DEG LT CONN W/GR,D,"st 90150l 1 2 90deg lt liquid tight strain relief connector w gr d 330032 2"" """" or inch lfmc lug",330032,,b95d65c6-81a4-73a6-d314-d9e75882bc1a,330032,"st 90150l 1 2 90deg lt liquid tight strain relief connector w gr d 2"" """" or inch lfmc lug",no,
407,APP ST-90200L,2 90DEG LT CONN W/GRD,,2 90DEG LT CONN W/GRD,,"st 90200l 2 90deg lt liquid tight strain relief connector w grd 330036 2"" """" or inch lfmc lug",330036,,b95d65c6-81a4-73a6-d314-d9e77861f41a,330036,"st 90200l 2 90deg lt liquid tight strain relief connector w grd 2"" """" or inch lfmc lug",no,
408,APP ST-90250L,2-1/2 90DEG LT CONN W/GR D,,2-1/2 90DEG LT CONN W/GR,D,"st 90250l 2 1 90deg lt liquid tight strain relief connector w gr d 330037 2"" """" or inch lfmc lug",330037,,b95d65c6-81a4-73a6-d314-d9e748072e1b,330037,"st 90250l 2 1 90deg lt liquid tight strain relief connector w gr d 2"" """" or inch lfmc lug",no,
409,APP ST-90300L,3 90DEG LT CONN W/GRD,,3 90DEG LT CONN W/GRD,,"st 90300l 3 90deg lt liquid tight strain relief connector w grd 330039 3"" """" or inch lfmc lug",330039,,b95d65c6-81a4-73a6-d314-d9e7f8d66c1b,330039,"st 90300l 3 90deg lt liquid tight strain relief connector w grd 3"" """" or inch lfmc lug",no,
410,APP ST-9038,3/8 90DEG LT CONN,,3/8 90DEG LT CONN,,"st 9038 3 8 90deg lt liquid tight strain relief connector 363413 8"" """" or inch lfmc",363413,,b95d65c6-81a4-73a6-d314-d9e76854a71b,363413,"st 9038 3 8 90deg lt liquid tight strain relief connector 8"" """" or inch lfmc",no,
411,APP ST-90400L,4 90DEG LT CONN W/GRD,,4 90DEG LT CONN W/GRD,,"st 90400l 4 90deg lt liquid tight strain relief connector w grd 330040 4"" """" or inch lfmc lug",330040,,b95d65c6-81a4-73a6-d314-d9e71022e11b,330040,"st 90400l 4 90deg lt liquid tight strain relief connector w grd 4"" """" or inch lfmc lug",no,
412,APP ST-9050,1/2 90DEG LT CONN,,1/2 90DEG LT CONN,,"st 9050 1 2 90deg lt liquid tight strain relief connector 126773 2"" """" or inch lfmc",126773,,b95d65c6-81a4-73a6-d314-d9e7e042131c,126773,"st 9050 1 2 90deg lt liquid tight strain relief connector 2"" """" or inch lfmc",no,
413,APP ST-9050L,1/2 90DEG LT CONN W/GRD,,1/2 90DEG LT CONN W/GRD,,"st 9050l 1 2 90deg lt liquid tight strain relief connector w grd 330024 2"" con """" or inch lfmc lug",330024,,b95d65c6-81a4-73a6-d314-d9e7188b561c,330024,"st 9050l 1 2 90deg lt liquid tight strain relief connector w grd 2"" con """" or inch lfmc lug",no,
414,APP ST-9075,3/4 90DEG LT CONN,,3/4 90DEG LT CONN,,"st 9075 3 4 90deg lt liquid tight strain relief connector 232472 4"" """" or inch lfmc",232472,,b95d65c6-81a4-73a6-d314-d9e7c843841c,232472,"st 9075 3 4 90deg lt liquid tight strain relief connector 4"" """" or inch lfmc",no,
415,APP ST-9075L,3/4 90DEG LT CONN W/GRD,,3/4 90DEG LT CONN W/GRD,,"st 9075l 3 4 90deg lt liquid tight strain relief connector w grd 82539 4"" con """" or inch lfmc lug",82539,,b95d65c6-81a4-73a6-d314-d9e77014b11c,82539,"st 9075l 3 4 90deg lt liquid tight strain relief connector w grd 4"" con """" or inch lfmc lug",no,
416,APP STB-125,1-1/4 STRT INS LT CONN,,1-1/4 STRT INS LT CONN,,"stb 125 1 4 strt ins lt liquid tight strain relief connector 337863 """" or inch insul lfmc",337863,,b95d65c6-81a4-73a6-d314-d9e7a0d7ef1c,337863,"stb 125 1 4 strt ins lt liquid tight strain relief connector """" or inch insul lfmc",no,
417,APP STB-150,1-1/2 STRT INS LT CONN,,1-1/2 STRT INS LT CONN,,"stb 150 1 2 strt ins lt liquid tight strain relief connector 337869 """" or inch insul lfmc",337869,,b95d65c6-81a4-73a6-d314-d9e748061e1d,337869,"stb 150 1 2 strt ins lt liquid tight strain relief connector """" or inch insul lfmc",no,
418,APP STB-200,2 STRT INS LT CONN,,2 STRT INS LT CONN,,"stb 200 2 strt ins lt liquid tight strain relief connector 984811 """" or inch insul lfmc",984811,,b95d65c6-81a4-73a6-d314-d9e7f0544f1d,984811,"stb 200 2 strt ins lt liquid tight strain relief connector """" or inch insul lfmc",no,
419,APP STB-300,3 STRT INS LT CONN,,3 STRT INS LT CONN,,"stb 300 3 strt ins lt liquid tight strain relief connector 450352 """" or inch insul lfmc",450352,,b95d65c6-81a4-73a6-d314-d9e780cc7e1d,450352,"stb 300 3 strt ins lt liquid tight strain relief connector """" or inch insul lfmc",no,
420,APP STB-45100SR,1 45DEG INS LT CONN,,1 45DEG INS LT CONN,,"stb 45100sr 1 45deg ins lt liquid tight strain relief connector 820697 """" or inch 45d insul lfmc mesh",820697,,b95d65c6-81a4-73a6-d314-d9e7b8b3b41d,820697,"stb 45100sr 1 45deg ins lt liquid tight strain relief connector """" or inch 45d insul lfmc mesh",no,
421,APP STB-45125SR,1-1/4 45DEG INS LT CONN,,1-1/4 45DEG INS LT CONN,,"stb 45125sr 1 4 45deg ins lt liquid tight strain relief connector 820700 """" or inch 45d insul lfmc",820700,,b95d65c6-81a4-73a6-d314-d9e7d829f11d,820700,"stb 45125sr 1 4 45deg ins lt liquid tight strain relief connector """" or inch 45d insul lfmc",no,
422,APP STB-45150SR,1-1/2 45DEG INS LT CONN,,1-1/2 45DEG INS LT CONN,,"stb 45150sr 1 2 45deg ins lt liquid tight strain relief connector 820705 """" or inch 45d insul lfmc",820705,,b95d65c6-81a4-73a6-d314-d9e7a8592d1e,820705,"stb 45150sr 1 2 45deg ins lt liquid tight strain relief connector """" or inch 45d insul lfmc",no,
423,APP STB-45200,2 45DEG INS LT CONN,,2 45DEG INS LT CONN,,"stb 45200 2 45deg ins lt liquid tight strain relief connector 984814 c """" or inch 45d insul lfmc",984814,,b95d65c6-81a4-73a6-d314-d9e7384d721e,984814,"stb 45200 2 45deg ins lt liquid tight strain relief connector c """" or inch 45d insul lfmc",no,
424,APP STB-4550SR,1/2 45DEG INS LT CONN,,1/2 45DEG INS LT CONN,,"stb 4550sr 1 2 45deg ins lt liquid tight strain relief connector 820695 l """" or inch 45d insul lfmc",820695,,b95d65c6-81a4-73a6-d314-d9e7b0cfa41e,820695,"stb 4550sr 1 2 45deg ins lt liquid tight strain relief connector l """" or inch 45d insul lfmc",no,
425,APP STB-50,1/2 STRT INS LT CONN,,1/2 STRT INS LT CONN,,"stb 50 1 2 strt ins lt liquid tight strain relief connector 771735 con """" or inch insul lfmc",771735,,b95d65c6-81a4-73a6-d314-d9e7802fd91e,771735,"stb 50 1 2 strt ins lt liquid tight strain relief connector con """" or inch insul lfmc",no,
426,APP STB-75,3/4 STRT INS LT CONN,,3/4 STRT INS LT CONN,,"stb 75 3 4 strt ins lt liquid tight strain relief connector 552878 con """" or inch insul lfmc",552878,,b95d65c6-81a4-73a6-d314-d9e738350c1f,552878,"stb 75 3 4 strt ins lt liquid tight strain relief connector con """" or inch insul lfmc",no,
427,APP STB-90100SR,1 90DEG INS LT CONN,,1 90DEG INS LT CONN,,"stb 90100sr 1 90deg ins lt liquid tight strain relief connector 820699 """" or inch 90d insul lfmc mesh",820699,,9db6fac8-f502-728b-d914-331cc0ca4147,820699,"stb 90100sr 1 90deg ins lt liquid tight strain relief connector """" or inch 90d insul lfmc mesh",no,
428,APP STB-90125,1-1/4 90DEG INS LT CONN,,1-1/4 90DEG INS LT CONN,,"stb 90125 1 4 90deg ins lt liquid tight strain relief connector 309872 """" or inch 90d insul lfmc",309872,,b95d65c6-81a4-73a6-d314-d9e750ba3c1f,309872,"stb 90125 1 4 90deg ins lt liquid tight strain relief connector """" or inch 90d insul lfmc",no,
429,APP STB-90125SR,1-1/4 90DEG INS LT CONN,,1-1/4 90DEG INS LT CONN,,"stb 90125sr 1 4 90deg ins lt liquid tight strain relief connector 820702 """" or inch 90d insul lfmc",820702,,b95d65c6-81a4-73a6-d314-d9e7c8d16b1f,820702,"stb 90125sr 1 4 90deg ins lt liquid tight strain relief connector """" or inch 90d insul lfmc",no,
430,APP STB-90150,1-1/2 90DEG INS LT CONN,,1-1/2 90DEG INS LT CONN,,"stb 90150 1 2 90deg ins lt liquid tight strain relief connector 337870 """" or inch 90d insul lfmc",337870,,b95d65c6-81a4-73a6-d314-d9e700b89d1f,337870,"stb 90150 1 2 90deg ins lt liquid tight strain relief connector """" or inch 90d insul lfmc",no,
431,APP STB-90150SR,1-1/2 90DEG INS LT CONN,,1-1/2 90DEG INS LT CONN,,"stb 90150sr 1 2 90deg ins lt liquid tight strain relief connector 820704 """" or inch 90d insul lfmc",820704,,b95d65c6-81a4-73a6-d314-d9e71851d31f,820704,"stb 90150sr 1 2 90deg ins lt liquid tight strain relief connector """" or inch 90d insul lfmc",no,
432,APP STB-90200,2 90DEG INS LT CONN,,2 90DEG INS LT CONN,,"stb 90200 2 90deg ins lt liquid tight strain relief connector 984819 c """" or inch 90d insul lfmc",984819,,b95d65c6-81a4-73a6-d314-d9e758951c20,984819,"stb 90200 2 90deg ins lt liquid tight strain relief connector c """" or inch 90d insul lfmc",no,
433,APP STB-90200SR,2 90DEG INS LT CONN,,2 90DEG INS LT CONN,,"stb 90200sr 2 90deg ins lt liquid tight strain relief connector 820686 """" or inch 90d insul lfmc mesh",820686,,b95d65c6-81a4-73a6-d314-d9e7702d4e20,820686,"stb 90200sr 2 90deg ins lt liquid tight strain relief connector """" or inch 90d insul lfmc mesh",no,
434,APP STB-9050,1/2 90DEG INS LT CONN,,1/2 90DEG INS LT CONN,,"stb 9050 1 2 90deg ins lt liquid tight strain relief connector 651393 """" or inch 90d insul lfmc",651393,,b95d65c6-81a4-73a6-d314-d9e7a8179020,651393,"stb 9050 1 2 90deg ins lt liquid tight strain relief connector """" or inch 90d insul lfmc",no,
435,APP STB-9075,3/4 LT CNN 90 DEG MALL,,3/4 LT CNN 90 DEG MALL,,"stb 9075 3 4 lt liquid tight strain relief cnn 90 deg mall 67698 """" or inch 90d insul lfmc connector",67698,,b95d65c6-81a4-73a6-d314-d9e7088ecd20,67698,"stb 9075 3 4 lt liquid tight strain relief cnn 90 deg mall """" or inch 90d insul lfmc connector",no,
436,APP STF-125,1-1/4 GRND FERRULE,,1-1/4 GRND FERRULE,,"stf 125 1 4 grnd ferrule 717956 """" or inch liquidtight",717956,,b95d65c6-81a4-73a6-d314-d9e798980a21,717956,"stf 125 1 4 grnd ferrule """" or inch liquidtight",no,
437,APP STG-100,1 STEEL NEOPRENE,,1 STEEL NEOPRENE,,"stg 100 1 steel neoprene 526402 1"" """" or inch liquidtight gasket",526402,,b95d65c6-81a4-73a6-d314-d9e758da4921,526402,"stg 100 1 steel neoprene 1"" """" or inch liquidtight gasket",no,
438,APP STG-125,1-1/4 STEEL NEOPRENE SEA L GASKET,,1-1/4 STEEL NEOPRENE SEA,L GASKET,"stg 125 1 4 steel neoprene seal gasket 337871 neopre """" or inch liquidtight",337871,,b95d65c6-81a4-73a6-d314-d9e7b0108421,337871,"stg 125 1 4 steel neoprene seal gasket neopre """" or inch liquidtight",no,
439,APP STG-150,1-1/2 STEEL NEOPRENE SEA L GASKET,,1-1/2 STEEL NEOPRENE SEA,L GASKET,"stg 150 1 2 steel neoprene seal gasket 337886 neopre """" or inch liquidtight",337886,,b95d65c6-81a4-73a6-d314-d9e74090d321,337886,"stg 150 1 2 steel neoprene seal gasket neopre """" or inch liquidtight",no,
440,APP STG-50,1/2 STEEL NEOPRENE SEAL GASKET,,1/2 STEEL NEOPRENE SEAL,GASKET,"stg 50 1 2 steel neoprene seal gasket 483588 """" or inch liquidtight",483588,,b95d65c6-81a4-73a6-d314-d9e7e8a61e22,483588,"stg 50 1 2 steel neoprene seal gasket """" or inch liquidtight",no,
441,APP STG-75,3/4 STEEL NEOPRENE SEAL GASKET,,3/4 STEEL NEOPRENE SEAL,GASKET,"stg 75 3 4 steel neoprene seal gasket 483593 """" or inch liquidtight",483593,,b95d65c6-81a4-73a6-d314-d9e790665222,483593,"stg 75 3 4 steel neoprene seal gasket """" or inch liquidtight",no,
442,APP STL8,THREAD LUBE 8OZ,,THREAD LUBE 8OZ,,stl8 thread lube 8oz 996193 8 0z.,996193,,b95d65c6-81a4-73a6-d314-d9e728828522,996193,stl8 thread lube 8oz 8 0z.,no,
443,APP STNM-100,1 LT CONN FOR NM,,1 LT CONN FOR NM,,"stnm 100 1 lt liquid tight strain relief connector for nm 820668 """" or inch lfnc",820668,,9db6fac8-f502-728b-d914-331cc83ddf47,820668,"stnm 100 1 lt liquid tight strain relief connector for nm """" or inch lfnc",no,
444,APP STNM-200,2 LT CONN FOR NM,,2 LT CONN FOR NM,,"stnm 200 2 lt liquid tight strain relief connector for nm 820670 """" or inch lfnc",820670,,9db6fac8-f502-728b-d914-331c48eb0b48,820670,"stnm 200 2 lt liquid tight strain relief connector for nm """" or inch lfnc",no,
445,APP STNM-50,1/2 LT CONN FOR NM,,1/2 LT CONN FOR NM,,"stnm 50 1 2 lt liquid tight strain relief connector for nm 820683 """" or inch lfnc",820683,,b95d65c6-81a4-73a6-d314-d9e7b896b822,820683,"stnm 50 1 2 lt liquid tight strain relief connector for nm """" or inch lfnc",no,
446,APP STNM-75,3/4 LT CONN FOR NM,,3/4 LT CONN FOR NM,,"stnm 75 3 4 lt liquid tight strain relief connector for nm 820679 """" or inch lfnc",820679,,9db6fac8-f502-728b-d914-331cf0b03e48,820679,"stnm 75 3 4 lt liquid tight strain relief connector for nm """" or inch lfnc",no,
447,APP STNM-9075,3/4 90DEG LT CONN FOR NM,,3/4 90DEG LT CONN FOR NM,,"stnm 9075 3 4 90deg lt liquid tight strain relief connector for nm 820681 con """" or inch 90d lfnc",820681,,9db6fac8-f502-728b-d914-331c40a46948,820681,"stnm 9075 3 4 90deg lt liquid tight strain relief connector for nm con """" or inch 90d lfnc",no,
448,APP STNM-SR75,3/4 WIRE MESH STRAIN REL IEF,,3/4 WIRE MESH STRAIN REL,IEF,"stnm sr75 3 4 wire mesh strain rel ief 820680 st """" or inch relief",820680,,b95d65c6-81a4-73a6-d314-d9e7d0560d23,820680,"stnm sr75 3 4 wire mesh strain rel ief st """" or inch relief",no,
449,APP STSR-38,3/4 WIRE MESH STRAIN REL IEF CONN,,3/4 WIRE MESH STRAIN REL,IEF CONN,"stsr 38 3 4 wire mesh strain rel ief connector 820690 stra 8 """" or inch relief",820690,,b95d65c6-81a4-73a6-d314-d9e7c0844e23,820690,"stsr 38 3 4 wire mesh strain rel ief connector stra 8 """" or inch relief",no,
450,APP T100-M,1 THRD MALL T FRM35,,1 THRD MALL T FRM35,,t100 m style mogul 1 thrd thread mall t frm35 18256 form 35 type thr u,18256,,b95d65c6-81a4-73a6-d314-d9e7c8549e23,18256,t100 m style mogul 1 thrd thread mall t frm35 form 35 type thr u,no,
451,APP T107,4 THRD GRAYLOY T FRM7,,4 THRD GRAYLOY T FRM7,,t107 4 thrd thread grayloy t frm7 341530 fm7 body,341530,,b95d65c6-81a4-73a6-d314-d9e7f832cc23,341530,t107 4 thrd thread grayloy t frm7 fm7 body,no,
452,APP T107-SA,4 ALUM FM7 T,,4 ALUM FM7 T,,t107 sa 4 aluminum fm7 t 337008,337008,,b95d65c6-81a4-73a6-d314-d9e7d0495b37,337008,t107 sa 4 aluminum fm7 t,no,
453,APP T125-M,1-1/4 THRD MALL T FRM35,,1-1/4 THRD MALL T FRM35,,t125 m style mogul 1 4 thrd thread mall t frm35 18259 f form 35 type thr,18259,,b95d65c6-81a4-73a6-d314-d9e7a0c70224,18259,t125 m style mogul 1 4 thrd thread mall t frm35 f form 35 type thr,no,
454,APP T150-M,1-1/2 THRD MALL T FRM35,,1-1/2 THRD MALL T FRM35,,t150 m style mogul 1 2 thrd thread mall t frm35 18261 f form 35 type thr,18261,,b95d65c6-81a4-73a6-d314-d9e7e0db3a24,18261,t150 m style mogul 1 2 thrd thread mall t frm35 f form 35 type thr,no,
455,APP T150A,1-1/2 ALUM T,,1-1/2 ALUM T,,t150a 1 2 aluminum t 846336 type unilet,846336,,b95d65c6-81a4-73a6-d314-d9e728057924,846336,t150a 1 2 aluminum t type unilet,no,
456,APP T17,1/2 THRD GRAYLOY T FRM7,,1/2 THRD GRAYLOY T FRM7,,t17 1 2 thrd thread grayloy t frm7 18215 frm fm7 body,18215,,b95d65c6-81a4-73a6-d314-d9e7e0ffb124,18215,t17 1 2 thrd thread grayloy t frm7 frm fm7 body,no,
457,APP T200-M,2 THRD MALL T FRM35,,2 THRD MALL T FRM35,,t200 m style mogul 2 thrd thread mall t frm35 18263 form 35 type thr u,18263,,b95d65c6-81a4-73a6-d314-d9e798ffe524,18263,t200 m style mogul 2 thrd thread mall t frm35 form 35 type thr u,no,
458,APP T27,3/4 THRD GRAYLOY T FRM7,,3/4 THRD GRAYLOY T FRM7,,t27 3 4 thrd thread grayloy t frm7 18216 frm fm7 body,18216,,b95d65c6-81a4-73a6-d314-d9e7e8ba1125,18216,t27 3 4 thrd thread grayloy t frm7 frm fm7 body,no,
459,APP T37,1 THRD GRAYLOY T FRM7,,1 THRD GRAYLOY T FRM7,,"t37 1 thrd thread grayloy t frm7 18217 """" or inch fm7 body",18217,,b95d65c6-81a4-73a6-d314-d9e7b8644225,18217,"t37 1 thrd thread grayloy t frm7 """" or inch fm7 body",no,
460,APP T50-A,1/2 THRD ALUM T,,1/2 THRD ALUM T,,t50 a 1 2 thrd thread aluminum t 685972 form 85 unilet,685972,,b95d65c6-81a4-73a6-d314-d9e7404f9825,685972,t50 a 1 2 thrd thread aluminum t form 85 unilet,no,
461,APP T50-M,1/2 THRD MALL T FRM35 (E FC 70-56T),,1/2 THRD MALL T FRM35 (E,FC 70-56T),t50 m style mogul 1 2 thrd thread mall t frm35 e fc 70 56t 18250 frm3 form 35 type thr,18250,,b95d65c6-81a4-73a6-d314-d9e7f0b0c725,18250,t50 m style mogul 1 2 thrd thread mall t frm35 e fc 70 56t frm3 form 35 type thr,no,
462,APP T57,1-1/2 THRD GRAYLOY T FRM 7,,1-1/2 THRD GRAYLOY T FRM,7,t57 1 2 thrd thread grayloy t frm 7 18219 f fm7 body a,18219,,b95d65c6-81a4-73a6-d314-d9e7c0b7f525,18219,t57 1 2 thrd thread grayloy t frm 7 f fm7 body a,no,
463,APP T57-SA,1-1/2 ALUM T FORM,,1-1/2 ALUM T FORM,,t57 sa 1 2 aluminum t form 337006,337006,,b95d65c6-81a4-73a6-d314-d9e790b3a437,337006,t57 sa 1 2 aluminum t form,no,
464,APP T67,2 THRD GRAYLOY T FRM7,,2 THRD GRAYLOY T FRM7,,t67 2 thrd thread grayloy t frm7 341497 fm7 body a,341497,,b95d65c6-81a4-73a6-d314-d9e710692b26,341497,t67 2 thrd thread grayloy t frm7 fm7 body a,no,
465,APP T75-M,3/4 THRD MALL T FRM35,,3/4 THRD MALL T FRM35,,"t75 m style mogul 3 4 thrd thread mall t frm35 18253 frm3 """" or inch unilet form 35",18253,,b95d65c6-81a4-73a6-d314-d9e7a0f66726,18253,"t75 m style mogul 3 4 thrd thread mall t frm35 frm3 """" or inch unilet form 35",no,
466,APP T78,2-12  TYPE T FORM 8 BODY 8,,2-12  TYPE T FORM 8 BODY,8,t78 2 12 type t form 8 body 430998 1 thrd thread grayloy f,430998,,b95d65c6-81a4-73a6-d314-d9e780529f26,430998,t78 2 12 type t form 8 body 1 thrd thread grayloy f,no,
467,APP T87,3 THRD GRAYLOY T FRM7,,3 THRD GRAYLOY T FRM7,,t87 3 thrd thread grayloy t frm7 341512 fm7 body,341512,,b95d65c6-81a4-73a6-d314-d9e750e4d326,341512,t87 3 thrd thread grayloy t frm7 fm7 body,no,
468,APP TA67,2 THRD GRAYLOY TA FRM7 B ODY,,2 THRD GRAYLOY TA FRM7 B,ODY,ta67 2 thrd thread grayloy ta frm7 b ody 190398 frm fm7 body,190398,,b95d65c6-81a4-73a6-d314-d9e7f0e00427,190398,ta67 2 thrd thread grayloy ta frm7 b ody frm fm7 body,no,
469,APP TB100-M,1 THRD MALL TB FRM35,,1 THRD MALL TB FRM35,,"tb100 m style mogul 1 thrd thread mall tb frm35 18269 frm """" or inch threaded unilet",18269,,b95d65c6-81a4-73a6-d314-d9e720924627,18269,"tb100 m style mogul 1 thrd thread mall tb frm35 frm """" or inch threaded unilet",no,
470,APP TB125-M,1-1/4 THRD MALL TB FRM35,,1-1/4 THRD MALL TB FRM35,,tb125 m style mogul 1 4 thrd thread mall tb frm35 438975 threaded unilet,438975,,b95d65c6-81a4-73a6-d314-d9e798fb7827,438975,tb125 m style mogul 1 4 thrd thread mall tb frm35 threaded unilet,no,
471,APP TB150-M,1-1/2 THRD MALL TB FRM35,,1-1/2 THRD MALL TB FRM35,,tb150 m style mogul 1 2 thrd thread mall tb frm35 611278 threaded unilet,611278,,b95d65c6-81a4-73a6-d314-d9e7903fab27,611278,tb150 m style mogul 1 2 thrd thread mall tb frm35 threaded unilet,no,
472,APP TB17,1/2 THRD GRAYLOY-IRON TB FITTING FRM7,,1/2 THRD GRAYLOY-IRON TB,FITTING FRM7,tb17 1 2 thrd thread grayloy iron tb fitting frm7 723519 fm7 body,723519,,b95d65c6-81a4-73a6-d314-d9e790b4ef27,723519,tb17 1 2 thrd thread grayloy iron tb fitting frm7 fm7 body,no,
473,APP TB200-M,2 MALL TB CONDULET,,2 MALL TB CONDULET,,"tb200 m style mogul 2 mall tb condulet 522720 2"" condule threaded unilet",522720,,b95d65c6-81a4-73a6-d314-d9e7a0831f28,522720,"tb200 m style mogul 2 mall tb condulet 2"" condule threaded unilet",no,
474,APP TB27,3/4 THRD GRAYLOY-IRON TB FITTING FRM7,,3/4 THRD GRAYLOY-IRON TB,FITTING FRM7,tb27 3 4 thrd thread grayloy iron tb fitting frm7 341473 fm7 body,341473,,b95d65c6-81a4-73a6-d314-d9e700b24f28,341473,tb27 3 4 thrd thread grayloy iron tb fitting frm7 fm7 body,no,
