extractseqno,prod,source-desc-name,attributegrp,descrip1,descrip2,descrip3,lookupnm,user24,rowpointer,_join_key,desc_src_www,trimmed_flag,feedback
258,LEV 84401-40,1G DECORA PLATE 302SS (H UB SS26),,1G DECORA PLATE 302SS (H,UB SS26),84401 40 1g decora plate 302ss h ub ss26 164740,164740,,b95d65c6-81a4-73a6-d314-f6e730e5d5b7,164740,84401 40 1g decora plate 302ss h ub ss26,no,
259,LEV 84409-40,2G DECORA PLATE 302SS (H UB SS262),,2G DECORA PLATE 302SS (H,UB SS262),84409 40 2g decora plate 302ss h ub ss262 164742,164742,,b95d65c6-81a4-73a6-d314-f6e7a0bc1ab8,164742,84409 40 2g decora plate 302ss h ub ss262,no,
260,LEV 84455-40,2G DUP/DEC PLATE 302SS,,2G DUP/DEC PLATE 302SS,,84455 40 2g dup dec plate 302ss stainless steel metal wp satin 302 1decora 1duplex 222585,222585,,b95d65c6-81a4-73a6-d314-f6e7807347b8,222585,84455 40 2g dup dec plate 302ss stainless steel metal wp satin 302 1decora 1duplex,no,
261,LEV 85008,2G DUP/BLANK PLATE BRN,,2G DUP/BLANK PLATE BRN,,85008 2g dup blank plate brn b brown wp 1dup 1blank std size 194622,194622,,b95d65c6-81a4-73a6-d314-f6e7d81179b8,194622,85008 2g dup blank plate brn b brown wp 1dup 1blank std size,no,
262,LEV 85047,3G TOG/2DUP PLATE,,3G TOG/2DUP PLATE,,85047 3g tog 2dup plate brown wp 1tgl std size 568103,568103,,b95d65c6-81a4-73a6-d314-f6e7307da6b8,568103,85047 3g tog 2dup plate brown wp 1tgl std size,no,
263,LEV 86008,2G DUP/BLANK PLATE IV,,2G DUP/BLANK PLATE IV,,86008 2g dup blank plate iv i wp 1dup 1blank box mnt 194623,194623,,b95d65c6-81a4-73a6-d314-f6e708ece1b8,194623,86008 2g dup blank plate iv i wp 1dup 1blank box mnt,no,
264,LEV 86030,3G DUPLEX PLATE IV,,3G DUPLEX PLATE IV,,86030 3g duplex plate iv wp 3dup std size 217660,217660,,b95d65c6-81a4-73a6-d314-f6e7084416b9,217660,86030 3g duplex plate iv wp 3dup std size,no,
265,LEV 86033,3G BLANK PLATE IV,,3G BLANK PLATE IV,,86033 3g blank plate iv wp 3blank box mnt std size 836735,836735,,b95d65c6-81a4-73a6-d314-f6e7c08044b9,836735,86033 3g blank plate iv wp 3blank box mnt std size,no,
266,LEV 86047,3G TOG/2DUP PLATE IV,,3G TOG/2DUP PLATE IV,,86047 3g tog 2dup plate iv wp 1tgl std size 289017,289017,,b95d65c6-81a4-73a6-d314-f6e7908d71b9,289017,86047 3g tog 2dup plate iv wp 1tgl std size,no,
267,LEV 8647-100,MOGUL-MOGUL EXTENDER 2-3 /8,,MOGUL-MOGUL EXTENDER 2-3,/8,8647 100 mogul extender 2 3 8 exten white porc extension 4kv 1500w600v 546081,546081,,b95d65c6-81a4-73a6-d314-f6e7b05fa7b9,546081,8647 100 mogul extender 2 3 8 exten white porc extension 4kv 1500w600v,no,
268,LEV 8678,KEYLESS MOGUL BASE SOCKE T W/1/4 CAP,,KEYLESS MOGUL BASE SOCKE,T W/1/4 CAP,8678 keyless mogul base socket w 1 4 cap so white porc lamph kless 1500w600v 252167,252167,,b95d65c6-81a4-73a6-d314-f6e728f4efb9,252167,8678 keyless mogul base socket w 1 4 cap so white porc lamph kless 1500w600v,no,
269,LEV 8681,MOGUL TO MEDIUM SOCKET R EDUCER 660W,,MOGUL TO MEDIUM SOCKET R,EDUCER 660W,8681 mogul to medium socket r educer 660w socke white gz porc lamph mogulmed adapt 660w250v 217367,217367,,b95d65c6-81a4-73a6-d314-f6e778f624ba,217367,8681 mogul to medium socket r educer 660w socke white gz porc lamph mogulmed adapt 660w250v,no,
270,LEV 8746,1500W 600V MOGUL BASE SO CKET VERT,,1500W 600V MOGUL BASE SO,CKET VERT,8746 1500w 600v mogul base socket vert skt pb1 00 005 505403,505403,,b95d65c6-81a4-73a6-d314-f6e7b82155ba,505403,8746 1500w 600v mogul base socket vert skt pb1 00 005,no,
271,LEV 8750,1500W MOGUL BASE KEYLESS SOCKET HORIZ,,1500W MOGUL BASE KEYLESS,SOCKET HORIZ,8750 1500w mogul base keyless socket horiz keyl porc lmphlder 206320,206320,,b95d65c6-81a4-73a6-d314-f6e728e98bba,206320,8750 1500w mogul base keyless socket horiz keyl porc lmphlder,no,
272,LEV 8756,HID SOCKET MOGUL BASE HP S 4KV,,HID SOCKET MOGUL BASE HP,S 4KV,"8756 hid socket mogul base hp s 4kv white gz porc lamph 14ga sew2 12"" 1500w600v 181609",181609,,b95d65c6-81a4-73a6-d314-f6e7382ac2ba,181609,"8756 hid socket mogul base hp s 4kv white gz porc lamph 14ga sew2 12"" 1500w600v",no,
273,LEV 88006,2G TOG/BLANK PLATE WH,,2G TOG/BLANK PLATE WH,,88006 2g tog blank plate white w wp 1tgl 1blank box mnt std size 164747,164747,,b95d65c6-81a4-73a6-d314-f6e7d873fbba,164747,88006 2g tog blank plate white w wp 1tgl 1blank box mnt std size,no,
274,LEV 88008,2G DUP/BLANK PLATE WH,,2G DUP/BLANK PLATE WH,,88008 2g dup blank plate white w wp 1dup 1blank std size 194547,194547,,b95d65c6-81a4-73a6-d314-f6e7786037bb,194547,88008 2g dup blank plate white w wp 1dup 1blank std size,no,
275,LEV 88023-W,5G TOGGLE PLATE,,5G TOGGLE PLATE,,88023 w 5g toggle plate 987228,987228,,9db6fac8-f502-728b-d914-371c60f4d6ca,987228,88023 w 5g toggle plate,no,
276,LEV 88025,2G BLANK PLATE WH,,2G BLANK PLATE WH,,88025 2g blank plate white wp 2blank std size 153559,153559,,b95d65c6-81a4-73a6-d314-f6e7286875bb,153559,88025 2g blank plate white wp 2blank std size,no,
277,LEV 88030,3G DUPLEX PLATE WH,,3G DUPLEX PLATE WH,,88030 3g duplex plate white wp 3dup std size 201042,201042,,b95d65c6-81a4-73a6-d314-f6e70864a3bb,201042,88030 3g duplex plate white wp 3dup std size,no,
278,LEV 88033,3G BLANK PLATE WHT,,3G BLANK PLATE WHT,,88033 3g blank plate wht white wp 3blank box mnt std size 550232,550232,,b95d65c6-81a4-73a6-d314-f6e7503ed1bb,550232,88033 3g blank plate wht white wp 3blank box mnt std size,no,
279,LEV 88047,3G TOG/2DUP PLATE WH,,3G TOG/2DUP PLATE WH,,88047 3g tog 2dup plate white wp 1tgl std size 256893,256893,,b95d65c6-81a4-73a6-d314-f6e7306704bc,256893,88047 3g tog 2dup plate white wp 1tgl std size,no,
280,LEV 8875,SNAP-IN PORCELAIN SOCKET 660W,,SNAP-IN PORCELAIN SOCKET,660W,8875 snap in porcelain socket 660w soc ime ug pb1 00 200 249062,249062,,b95d65c6-81a4-73a6-d314-f6e7d0fe30bc,249062,8875 snap in porcelain socket 660w soc ime ug pb1 00 200,no,
281,LEV 9350,MED BASE PORC SOCKET 2/P IECE RING TYPE,,MED BASE PORC SOCKET 2/P,IECE RING TYPE,9350 med base porc socket 2 p iece ring type white ug lamph w ring&gasket 660w250v 252137,252137,,b95d65c6-81a4-73a6-d314-f6e7a0c46dbc,252137,9350 med base porc socket 2 p iece ring type white ug lamph w ring&gasket 660w250v,no,
282,LEV 9726-C,PULL CHAIN PORC LAMPHOLD ER W/REC WH (PAW 1628-DT,,PULL CHAIN PORC LAMPHOLD,ER W/REC WH (PAW 1628-DT,9726 c pull chain porc lamphold er w rec white paw 1628 dt lam lamph pc 2 scr 600w125v 15a125v. 119492,119492,,b95d65c6-81a4-73a6-d314-f6e70003acbc,119492,9726 c pull chain porc lamphold er w rec white paw 1628 dt lam lamph pc 2 scr 600w125v 15a125v.,no,
283,LEV 9842-BR,250W/250V MED LAMP HOLDE R BRASS,,250W/250V MED LAMP HOLDE,R BRASS,9842 brown 250w 250v med lamp holde r brass 640069,640069,,b95d65c6-81a4-73a6-d314-f6e7d85aefbc,640069,9842 brown 250w 250v med lamp holde r brass,no,
284,LEV 9842-PG,MED KEY SOCKET 1/8 POLIS HED,,MED KEY SOCKET 1/8 POLIS,HED,9842 pg med key socket 1 8 polis hed 14090,14090,,b95d65c6-81a4-73a6-d314-f6e778431bbd,14090,9842 pg med key socket 1 8 polis hed,no,
285,LEV 9850-LED,10W LED KEYLESS LAMPHOLD ER,,10W LED KEYLESS LAMPHOLD,ER,9850 led 10w keyless lamphold er l 918841,918841,,b95d65c6-81a4-73a6-d314-f6e7381e4ebd,918841,9850 led 10w keyless lamphold er l,no,
286,LEV 9852-LED,10W LED PULL CHAIN LAMPH OLDER (C20-9852),,10W LED PULL CHAIN LAMPH,OLDER (C20-9852),9852 led 10w pull chain lamph older c20 chai white gu 24 pullch ledlamph base guard bulb 898733,898733,,b95d65c6-81a4-73a6-d314-f6e7804584bd,898733,9852 led 10w pull chain lamph older c20 chai white gu 24 pullch ledlamph base guard bulb,no,
287,LEV 9855-LED,REPLACEMENT LED LAMP,,REPLACEMENT LED LAMP,,9855 led replacement lamp l gu24 10w repl bulb 3000k 918854,918854,,b95d65c6-81a4-73a6-d314-f6e7f05fc2bd,918854,9855 led replacement lamp l gu24 10w repl bulb 3000k,no,
288,LEV 9866-B0W,8 LED DOWNLIGHT W/MOTION SENSOR,,8 LED DOWNLIGHT W/MOTION,SENSOR,"9866 b0w 8 led downlight w motion sensor 8"" white sens 18w 120vac 665928",665928,,b95d65c6-81a4-73a6-d314-f6e78083ffbd,665928,"9866 b0w 8 led downlight w motion sensor 8"" white sens 18w 120vac",no,
289,LEV AFTR1-I,15A ARC-FAULT RECEPT IVO RY,,15A ARC-FAULT RECEPT IVO,RY,aftr1 i 15a arc fault recept ivory rece iv afci 15a125v 249957,249957,,b95d65c6-81a4-73a6-d314-f6e7a8814cbe,249957,aftr1 i 15a arc fault recept ivory rece iv afci 15a125v,no,
290,LEV AFTR1-T,15A ARC-FAULT RECEPT LIT E ALMOND,,15A ARC-FAULT RECEPT LIT,E ALMOND,aftr1 t 15a arc fault recept lit e almond rece la afci tr 15a125v 249962,249962,,b95d65c6-81a4-73a6-d314-f6e7a8f280be,249962,aftr1 t 15a arc fault recept lit e almond rece la afci tr 15a125v,no,
291,LEV AFTR1-W,15A ARC-FAULT RECEPT WHI TE,,15A ARC-FAULT RECEPT WHI,TE,aftr1 w 15a arc fault recept white rece afci 15a125v 249953,249953,,b95d65c6-81a4-73a6-d314-f6e74894bcbe,249953,aftr1 w 15a arc fault recept white rece afci 15a125v,no,
292,LEV AFTR2-I,20A ARC-FAULT RECEPT IVO RY,,20A ARC-FAULT RECEPT IVO,RY,aftr2 i 20a arc fault recept ivory rece iv afci 20a125v 249968,249968,,b95d65c6-81a4-73a6-d314-f6e7082cf6be,249968,aftr2 i 20a arc fault recept ivory rece iv afci 20a125v,no,
293,LEV AFTR2-W,20A ARC-FAULT RECEPT WHI TE,,20A ARC-FAULT RECEPT WHI,TE,aftr2 w 20a arc fault recept white rece tr afci wp 5 20r 20a125v 249965,249965,,b95d65c6-81a4-73a6-d314-f6e7583a42bf,249965,aftr2 w 20a arc fault recept white rece tr afci wp 5 20r 20a125v,no,
294,LEV AGTR1-W,15A AFCI/GFI REC W/LED I NDICATOR WH,,15A AFCI/GFI REC W/LED I,NDICATOR WH,agtr1 w 15a afci gfi rec led i ndicator white dual funct st gfci 125v 742383,742383,,b95d65c6-81a4-73a6-d314-f6e7e8a573bf,742383,agtr1 w 15a afci gfi rec led i ndicator white dual funct st gfci 125v,no,
295,LEV AGTR2-I,20A AFCI/GFI REC W/LED I NDICATOR IV,,20A AFCI/GFI REC W/LED I,NDICATOR IV,agtr2 i 20a afci gfi rec w led ndicator iv st gfci receptacle 125v 742398,742398,,b95d65c6-81a4-73a6-d314-f6e718f3b4bf,742398,agtr2 i 20a afci gfi rec w led ndicator iv st gfci receptacle 125v,no,
296,LEV AGTR2-W,20A AFCI/GFI REC W/LED I NDICATOR WH,,20A AFCI/GFI REC W/LED I,NDICATOR WH,agtr2 w 20a afci gfi rec led i ndicator white 2 function st gfci 125v 742405,742405,,b95d65c6-81a4-73a6-d314-f6e7585de7bf,742405,agtr2 w 20a afci gfi rec led i ndicator white 2 function st gfci 125v,no,
297,LEV B2120-B,"SURGE 120/240 VAC, Split Phase",,"SURGE 120/240 VAC, Split",Phase,"b2120 b surge 120 240 vac, split phase 997319",997319,,b95d65c6-81a4-73a6-d314-f7e7e0a8b306,997319,"b2120 b surge 120 240 vac, split phase",no,
298,LEV B3120-YB,208Y 120VAC/CA 3PH WYE 1 30kA,,208Y 120VAC/CA 3PH WYE 1,30kA,b3120 yb 208y 120vac ca 3ph wye 1 30ka 945445,945445,,b95d65c6-81a4-73a6-d314-f6e728b571ef,945445,b3120 yb 208y 120vac ca 3ph wye 1 30ka,no,
299,LEV B3210-YB,"208Y/120VAC/CA,3PH WYE 1 30kA PHASE",,"208Y/120VAC/CA,3PH WYE 1",30kA PHASE,"b3210 yb 208y 120vac ca,3ph wye 1 30ka phase 945444",945444,,b95d65c6-81a4-73a6-d314-f6e7e0b6c6ef,945444,"b3210 yb 208y 120vac ca,3ph wye 1 30ka phase",no,
300,LEV CKDNK-2EW,.,,.,,ckdnk 2ew . 885766,885766,,b95d65c6-81a4-73a6-d314-1ee8f84c1cc9,885766,ckdnk 2ew .,no,
301,LEV CKDNK-4EW,.,,.,,ckdnk 4ew . 885767,885767,,b95d65c6-81a4-73a6-d314-1ee868d843c9,885767,ckdnk 4ew .,no,
302,LEV CKDNK-8EW,.,,.,,ckdnk 8ew . 885768,885768,,b95d65c6-81a4-73a6-d314-1ee8b0127bc9,885768,ckdnk 8ew .,no,
303,LEV CR15-W,2P3W 15A 125V DUPLEX REC EPT WH,,2P3W 15A 125V DUPLEX REC,EPT WH,cr15 w 2p3w 15a 125v duplex rec ept white duple dup indent 2po3wi 5 15r 15a125v 348709,348709,,b95d65c6-81a4-73a6-d314-f6e788a019c0,348709,cr15 w 2p3w 15a 125v duplex rec ept white duple dup indent 2po3wi 5 15r 15a125v,no,
304,LEV CS120-2W,SP 20A 125V TOGGLE SW WH,,SP 20A 125V TOGGLE SW WH,,cs120 2w sp 20a 125v toggle sw white 348720,348720,,b95d65c6-81a4-73a6-d314-f6e7f0445dc0,348720,cs120 2w sp 20a 125v toggle sw white,no,
305,LEV CS120-2W 20A SP TOG,LEV CS120-2W 20A SP TOG SWITCH WHITE,,LEV CS120-2W 20A SP TOG,SWITCH WHITE,cs120 2w 20a sp tog switch white sw std tgl 20a120 277vac 1027737,1027737,,b45ad3d2-6de4-01aa-d614-8d8d7014e469,1027737,cs120 2w 20a sp tog switch white sw std tgl 20a120 277vac,no,
306,LEV CS220-2W,20A DOUBLE POLE 120/277,,20A DOUBLE POLE 120/277,,cs220 2w 20a double pole 120 277 1 277v 2p comm side wire togl white 853622,853622,,b95d65c6-81a4-73a6-d314-f6e7c0ac98c0,853622,cs220 2w 20a double pole 120 277 1 277v 2p comm side wire togl white,no,
307,LEV CS320-2W,20A 3WAY TOG SWITCH WHIT E,,20A 3WAY TOG SWITCH WHIT,E,cs320 2w 20a 3way tog switch white swit 120 277v 3w comm side wire togl 1027738,1027738,,9db6fac8-f502-728b-d914-371c204fc5cb,1027738,cs320 2w 20a 3way tog switch white swit 120 277v 3w comm side wire togl,no,
308,LEV CS320-2W 20A 3WAY,LEV CS320-2W 20A 3WAY TOG SWITCH WHITE,,LEV CS320-2W 20A 3WAY,TOG SWITCH WHITE,cs320 2w 20a 3way tog switch white swit 120 277v 3w comm side wire togl 1027738,1027738,,b45ad3d2-6de4-01aa-d614-968d28fac716,1027738,cs320 2w 20a 3way tog switch white swit 120 277v 3w comm side wire togl,no,
309,LEV CTD01-K16,100:0.1A SPLIT CORE CURR ENT XFMR,,100:0.1A SPLIT CORE CURR,ENT XFMR,ctd01 k16 100:0.1a split core curr ent xfmr 910862,910862,,b95d65c6-81a4-73a6-d314-f6e7c8bc19f0,910862,ctd01 k16 100:0.1a split core curr ent xfmr,no,
310,LEV CTD02-K16,200:0.1A SPLIT CORE CURR ENT XFMR,,200:0.1A SPLIT CORE CURR,ENT XFMR,ctd02 k16 200:0.1a split core curr ent xfmr 910864,910864,,b95d65c6-81a4-73a6-d314-f6e7b0615ff0,910864,ctd02 k16 200:0.1a split core curr ent xfmr,no,
311,LEV CTD04-K23,400:0.1A SPLIT CORE CURR ENT XFMR,,400:0.1A SPLIT CORE CURR,ENT XFMR,ctd04 k23 400:0.1a split core curr ent xfmr 910866,910866,,b95d65c6-81a4-73a6-d314-f6e7980295f0,910866,ctd04 k23 400:0.1a split core curr ent xfmr,no,
312,LEV CTV01-WC9,100A:333mV HINGED SPLIT CORE CT,,100A:333mV HINGED SPLIT,CORE CT,ctv01 wc9 100a:333mv hinged split core ct 910810,910810,,b95d65c6-81a4-73a6-d314-f6e7281dc7f0,910810,ctv01 wc9 100a:333mv hinged split core ct,no,
313,LEV CTV02-WC9,200A:333mV HINGED SPLIT CORE CT,,200A:333mV HINGED SPLIT,CORE CT,ctv02 wc9 200a:333mv hinged split core ct 910809,910809,,b95d65c6-81a4-73a6-d314-f6e7305905f1,910809,ctv02 wc9 200a:333mv hinged split core ct,no,
314,LEV CTV04-KD1,"CT Split Core, 400A",,"CT Split Core, 400A",,"ctv04 kd1 ct split core, 400a 962027",962027,,b95d65c6-81a4-73a6-d314-f6e7804f3cf1,962027,"ctv04 kd1 ct split core, 400a",no,
315,LEV CTV04-WD5,400A:333mV HINGED SPLIT CORE CT,,400A:333mV HINGED SPLIT,CORE CT,ctv04 wd5 400a:333mv hinged split core ct 910811,910811,,b95d65c6-81a4-73a6-d314-f6e760f074f1,910811,ctv04 wd5 400a:333mv hinged split core ct,no,
316,LEV CTV08-KG1,800A:333mV SPLIT CORE CT,,800A:333mV SPLIT CORE CT,,ctv08 kg1 800a:333mv split core ct 910819,910819,,b95d65c6-81a4-73a6-d314-f6e7a0d7a7f1,910819,ctv08 kg1 800a:333mv split core ct,no,
317,LEV D215S-1BW,15A DECORA SMART WI-FI S WITCH WH,,15A DECORA SMART WI-FI S,WITCH WH,d215s 1bw 15a decora smart wi fi switch white 948870,948870,,b95d65c6-81a4-73a6-d314-f6e74023cac0,948870,d215s 1bw 15a decora smart wi fi switch white,no,
318,LEV D26HD-1BW,DECORA SMART WIFI DIMMER WHITE,,DECORA SMART WIFI DIMMER,WHITE,d26hd 1bw decora smart wifi dimmer white wif wi fi 600w 980785,980785,,b95d65c6-81a4-73a6-d314-f6e7888df9c0,980785,d26hd 1bw decora smart wifi dimmer white wif wi fi 600w,no,
319,LEV DAWSC-1BW,WI-FI COMPANION SWITCH W H,,WI-FI COMPANION SWITCH W,H,dawsc 1bw wi fi companion switch w h decora smart anywhere 948869,948869,,b95d65c6-81a4-73a6-d314-f6e7d80324c1,948869,dawsc 1bw wi fi companion switch w h decora smart anywhere,no,
320,LEV DD00R-DLZ,"DECORA SMART WIFI REMOTE I,W,LA",,DECORA SMART WIFI REMOTE,"I,W,LA","dd00r dlz decora smart wifi remote i,w,la wif w i la dec dig matching dim rmte 120v 980788",980788,,b95d65c6-81a4-73a6-d314-f6e700bc52c1,980788,"dd00r dlz decora smart wifi remote i,w,la wif w i la dec dig matching dim rmte 120v",no,
321,LEV DD0SR-DLZ,DIGITAL REMOTE SWITCH WH /IV/LA,,DIGITAL REMOTE SWITCH WH,/IV/LA,dd0sr dlz digital remote switch white iv la s dec digit matching sw rmte 120v 94659,94659,,b95d65c6-81a4-73a6-d314-f6e788da7ec1,94659,dd0sr dlz digital remote switch white iv la s dec digit matching sw rmte 120v,no,
322,LEV DHD05-1LW,HUMIDITY SENSOR/FAN CONT ROL W/SW,,HUMIDITY SENSOR/FAN CONT,ROL W/SW,dhd05 1lw humidity sensor fan cont rol w sw white humid light 5a120v 1 4hp 742536,742536,,b95d65c6-81a4-73a6-d314-f6e7c800b4c1,742536,dhd05 1lw humidity sensor fan cont rol w sw white humid light 5a120v 1 4hp,no,
323,LEV DHS05-1LW,HUMIDITY SENSOR/FAN CONT ROL,,HUMIDITY SENSOR/FAN CONT,ROL,dhs05 1lw humidity sensor fan cont rol white humid 5a120v 1 4hp 742533,742533,,b95d65c6-81a4-73a6-d314-f6e768ade9c1,742533,dhs05 1lw humidity sensor fan cont rol white humid 5a120v 1 4hp,no,
324,LEV DSL06-1LZ,"300W LED/CFL DEC DIM SP/ 3W I,W,LA",,300W LED/CFL DEC DIM SP/,"3W I,W,LA","dsl06 1lz 300w led cfl dec dim sp 3w i,w,la white iv la slide univ 912091",912091,,b95d65c6-81a4-73a6-d314-f6e7f00126c2,912091,"dsl06 1lz 300w led cfl dec dim sp 3w i,w,la white iv la slide univ",no,
325,LEV DT102-1LW,"2HR TIMER SWITCH 2HR,1HR ,30M,15M",,"2HR TIMER SWITCH 2HR,1HR",",30M,15M","dt102 1lw 2hr timer switch 2hr,1hr ,30m,15m white 15a sp dec 5key 15m 30m 1h 2h 852470",852470,,b95d65c6-81a4-73a6-d314-f6e7b09a63c2,852470,"dt102 1lw 2hr timer switch 2hr,1hr ,30m,15m white 15a sp dec 5key 15m 30m 1h 2h",no,
326,LEV DT115-1LW,PRESET ELECTRONIC TIMER WHITE,,PRESET ELECTRONIC TIMER,WHITE,dt115 1lw preset electronic timer white electroni 15a sp dec 5key 2 5 10 15m 820558,820558,,b95d65c6-81a4-73a6-d314-f6e730c798c2,820558,dt115 1lw preset electronic timer white electroni 15a sp dec 5key 2 5 10 15m,no,
327,LEV DT130-1LW,"30M TIMER SWITCH 30M,15M ,10M,5M",,"30M TIMER SWITCH 30M,15M",",10M,5M","dt130 1lw 30m timer switch 30m,15m ,10m,5m white 15a sp dec 5key 5 10 15 852471",852471,,b95d65c6-81a4-73a6-d314-f6e7d844d7c2,852471,"dt130 1lw 30m timer switch 30m,15m ,10m,5m white 15a sp dec 5key 5 10 15",no,
328,LEV DT160-1LW,"60M TIMER SWITCH 60M,30M ,20M,10M",,"60M TIMER SWITCH 60M,30M",",20M,10M","dt160 1lw 60m timer switch 60m,30m ,20m,10m white 15a sp dec 5key 10 20 30 852467",852467,,b95d65c6-81a4-73a6-d314-f6e780b71bc3,852467,"dt160 1lw 60m timer switch 60m,30m ,20m,10m white 15a sp dec 5key 10 20 30",no,
329,LEV DTKIT-I,COLOR CHANGE KIT F/DT TI MER IV,,COLOR CHANGE KIT F/DT TI,MER IV,dtkit i color change kit f dt ti mer iv decora timer ivory 852472,852472,,b95d65c6-81a4-73a6-d314-f6e7182b51c3,852472,dtkit i color change kit f dt ti mer iv decora timer ivory,no,
330,LEV DTKIT-T,COLOR CHANGE KIT F/DT TI MER LA,,COLOR CHANGE KIT F/DT TI,MER LA,dtkit t color change kit f dt ti mer la decora timer lt almond 852473,852473,,b95d65c6-81a4-73a6-d314-f6e7802b8ec3,852473,dtkit t color change kit f dt ti mer la decora timer lt almond,no,
331,LEV DWVAA-1BW,300W LED/CFL DIMMER W/AL EXA,,300W LED/CFL DIMMER W/AL,EXA,dwvaa 1bw 300w led cfl dimmer w aluminum exa dim decora smart voice dimmer; alexa 312454,312454,,b95d65c6-81a4-73a6-d314-f6e7b09cc9c3,312454,dwvaa 1bw 300w led cfl dimmer w aluminum exa dim decora smart voice dimmer; alexa,no,
332,LEV GFNT1-I,2P3W 15A SLIM SELF-TEST GFI IV,,2P3W 15A SLIM SELF-TEST,GFI IV,gfnt1 i 2p3w 15a slim self test gfi iv st non tr gfci w wp 15a125v 941557,941557,,b95d65c6-81a4-73a6-d314-f6e7a010f7c3,941557,gfnt1 i 2p3w 15a slim self test gfi iv st non tr gfci w wp 15a125v,no,
333,LEV GFNT1-W,2P3W 15A SLIM SELF-TEST GFI WHT,,2P3W 15A SLIM SELF-TEST,GFI WHT,gfnt1 w 2p3w 15a slim self test gfi wht white st non tr gfci wp 15a125v 941545,941545,,b95d65c6-81a4-73a6-d314-f6e7500f2ac4,941545,gfnt1 w 2p3w 15a slim self test gfi wht white st non tr gfci wp 15a125v,no,
334,LEV GFNT2-I,2P3W 20A SLIM SELF-TEST GFI IV,,2P3W 20A SLIM SELF-TEST,GFI IV,gfnt2 i 2p3w 20a slim self test gfi iv st non tr gfci 20a125v 941559,941559,,b95d65c6-81a4-73a6-d314-f6e7f84a5ac4,941559,gfnt2 i 2p3w 20a slim self test gfi iv st non tr gfci 20a125v,no,
335,LEV GFNT2-W,2P3W 20A SLIM SELF-TEST GFI WHT,,2P3W 20A SLIM SELF-TEST,GFI WHT,gfnt2 w 2p3w 20a slim self test gfi wht white st non tr gfci 20a125v 941569,941569,,b95d65c6-81a4-73a6-d314-f6e7308493c4,941569,gfnt2 w 2p3w 20a slim self test gfi wht white st non tr gfci 20a125v,no,
336,LEV GFTA1-W,2P3W 15A AUDIBLE SELF-TE ST TR GFI,,2P3W 15A AUDIBLE SELF-TE,ST TR GFI,gfta1 w 2p3w 15a audible self te st tr gfi s white gfci 15a125v 951874,951874,,b95d65c6-81a4-73a6-d314-f6e7e0b0cfc4,951874,gfta1 w 2p3w 15a audible self te st tr gfi s white gfci 15a125v,no,
337,LEV GFTR1,BR ST TR GFCI 15A125V,,BR ST TR GFCI 15A125V,,gftr1 brown st tr gfci 15a125v 15a125 832561,832561,,b95d65c6-81a4-73a6-d314-f6e7c86302c5,832561,gftr1 brown st tr gfci 15a125v 15a125,no,
338,LEV GFTR1-E,EB ST TR GFCI 15A125V,,EB ST TR GFCI 15A125V,,gftr1 e eb st tr gfci 15a125v 15a1 832566,832566,,b95d65c6-81a4-73a6-d314-f6e730f93bc5,832566,gftr1 e eb st tr gfci 15a125v 15a1,no,
339,LEV GFTR1-GY,GY ST TR GFCI 15A125V,,GY ST TR GFCI 15A125V,,gftr1 gray st tr gfci 15a125v 15a 832536,832536,,b95d65c6-81a4-73a6-d314-f6e7b04d7bc5,832536,gftr1 gray st tr gfci 15a125v 15a,no,
340,LEV GFTR1-I,2P3W 15A SLIM SELF-TEST TR GFI IV,,2P3W 15A SLIM SELF-TEST,TR GFI IV,gftr1 i 2p3w 15a slim self test tr gfi iv st gfci 15a125v 941610,941610,,b95d65c6-81a4-73a6-d314-f6e7a8b1b0c5,941610,gftr1 i 2p3w 15a slim self test tr gfi iv st gfci 15a125v,no,
341,LEV GFTR1-MT,15A TR GFCI W/MID PLT LA,,15A TR GFCI W/MID PLT LA,,gftr1 mt 15a tr gfci w mid plt la 832564,832564,,b95d65c6-81a4-73a6-d314-f6e7e84febc5,832564,gftr1 mt 15a tr gfci w mid plt la,no,
342,LEV GFTR1-MW,15A TR GFCI W/MID PLT WH T,,15A TR GFCI W/MID PLT WH,T,gftr1 mw 15a tr gfci w mid plt white t wht 832562,832562,,b95d65c6-81a4-73a6-d314-f6e7309724c6,832562,gftr1 mw 15a tr gfci w mid plt white t wht,no,
343,LEV GFTR1-T,LA ST TR GFCI 15A125V,,LA ST TR GFCI 15A125V,,gftr1 t la st tr gfci 15a125v 15a1 832560,832560,,b95d65c6-81a4-73a6-d314-f6e7780668c6,832560,gftr1 t la st tr gfci 15a125v 15a1,no,
344,LEV GFTR1-W,2P3W 15A SLIM SELF-TEST TR GFI WHT,,2P3W 15A SLIM SELF-TEST,TR GFI WHT,gftr1 w 2p3w 15a slim self test tr gfi wht white st gfci 15a125v 941611,941611,,b95d65c6-81a4-73a6-d314-f6e7b8079fc6,941611,gftr1 w 2p3w 15a slim self test tr gfi wht white st gfci 15a125v,no,
345,LEV GFTR2-W,2P3W 20A SLIM SELF-TEST TR GFI WHT,,2P3W 20A SLIM SELF-TEST,TR GFI WHT,gftr2 w 2p3w 20a slim self test tr gfi wht white st gfci 20a125v 941612,941612,,b95d65c6-81a4-73a6-d314-f6e76865d7c6,941612,gftr2 w 2p3w 20a slim self test tr gfi wht white st gfci 20a125v,no,
